time,partida,jogador,status_
Criciúma,699353,240556,TITULAR
Criciúma,699353,158647,TITULAR
Criciúma,699353,198592,TITULAR
Criciúma,699353,214399,TITULAR
Criciúma,699353,292396,TITULAR
Criciúma,699353,87174,TITULAR
Criciúma,699353,211347,TITULAR
Criciúma,699353,131532,TITULAR
Criciúma,699353,285000,TITULAR
Criciúma,699353,198569,TITULAR
Criciúma,699353,227314,TITULAR
Criciúma,699353,149034,SUBSTITUTO
Criciúma,699353,121921,SUBSTITUTO
Criciúma,699353,228399,SUBSTITUTO
Criciúma,699353,156342,SUBSTITUTO
Criciúma,699353,343742,RESERVA
Criciúma,699353,318105,RESERVA
Criciúma,699353,358772,RESERVA
Criciúma,699353,381399,RESERVA
Criciúma,699353,338669,RESERVA
Criciúma,699353,315785,RESERVA
Criciúma,699353,275424,RESERVA
Juventude,699353,155156,TITULAR
Juventude,699353,228400,TITULAR
Juventude,699353,205451,TITULAR
Juventude,699353,304538,TITULAR
Juventude,699353,285280,TITULAR
Juventude,699353,252315,TITULAR
Juventude,699353,173351,TITULAR
Juventude,699353,36805,TITULAR
Juventude,699353,248584,TITULAR
Juventude,699353,199679,TITULAR
Juventude,699353,198580,TITULAR
Juventude,699353,163467,SUBSTITUTO
Juventude,699353,304363,SUBSTITUTO
Juventude,699353,304530,SUBSTITUTO
Juventude,699353,271407,SUBSTITUTO
Juventude,699353,379367,RESERVA
Juventude,699353,318130,RESERVA
Juventude,699353,349018,RESERVA
Juventude,699353,318151,RESERVA
Juventude,699353,359217,RESERVA
Juventude,699353,354799,RESERVA
Juventude,699353,312657,RESERVA
Juventude,699353,216842,RESERVA
Internacional,699356,184206,TITULAR
Internacional,699356,124066,TITULAR
Internacional,699356,254145,TITULAR
Internacional,699356,173588,TITULAR
Internacional,699356,242711,TITULAR
Internacional,699356,295006,TITULAR
Internacional,699356,213239,TITULAR
Internacional,699356,11632,TITULAR
Internacional,699356,289046,TITULAR
Internacional,699356,338953,TITULAR
Internacional,699356,288887,TITULAR
Internacional,699356,188485,SUBSTITUTO
Internacional,699356,76818,SUBSTITUTO
Internacional,699356,158918,SUBSTITUTO
Internacional,699356,361391,SUBSTITUTO
Internacional,699356,140271,RESERVA
Internacional,699356,361399,RESERVA
Internacional,699356,216371,RESERVA
Internacional,699356,290441,RESERVA
Internacional,699356,285029,RESERVA
Internacional,699356,323704,RESERVA
Internacional,699356,315428,RESERVA
Bahia,699356,191997,TITULAR
Bahia,699356,200303,TITULAR
Bahia,699356,252973,TITULAR
Bahia,699356,304757,TITULAR
Bahia,699356,164756,TITULAR
Bahia,699356,299932,TITULAR
Bahia,699356,217415,TITULAR
Bahia,699356,269910,TITULAR
Bahia,699356,199017,TITULAR
Bahia,699356,219158,TITULAR
Bahia,699356,218938,TITULAR
Bahia,699356,314835,SUBSTITUTO
Bahia,699356,199087,SUBSTITUTO
Bahia,699356,260392,SUBSTITUTO
Bahia,699356,167845,SUBSTITUTO
Bahia,699356,202554,RESERVA
Bahia,699356,315681,RESERVA
Bahia,699356,336604,RESERVA
Bahia,699356,269675,RESERVA
Bahia,699356,219090,RESERVA
Bahia,699356,198512,RESERVA
Bahia,699356,198761,RESERVA
Bahia,699356,191411,RESERVA
Fluminense,699355,158382,TITULAR
Fluminense,699355,307946,TITULAR
Fluminense,699355,48735,TITULAR
Fluminense,699355,77641,TITULAR
Fluminense,699355,146162,TITULAR
Fluminense,699355,175902,TITULAR
Fluminense,699355,222955,TITULAR
Fluminense,699355,304216,TITULAR
Fluminense,699355,165749,TITULAR
Fluminense,699355,239566,TITULAR
Fluminense,699355,297070,TITULAR
Fluminense,699355,312741,SUBSTITUTO
Fluminense,699355,127502,SUBSTITUTO
Fluminense,699355,315455,SUBSTITUTO
Fluminense,699355,361432,SUBSTITUTO
Fluminense,699355,357482,RESERVA
Fluminense,699355,207912,RESERVA
Fluminense,699355,271557,RESERVA
Fluminense,699355,187032,RESERVA
Fluminense,699355,380447,RESERVA
Fluminense,699355,336386,RESERVA
Fluminense,699355,182301,RESERVA
Fluminense,699355,196842,RESERVA
Red Bull Bragantino,699355,239368,TITULAR
Red Bull Bragantino,699355,266676,TITULAR
Red Bull Bragantino,699355,204133,TITULAR
Red Bull Bragantino,699355,229555,TITULAR
Red Bull Bragantino,699355,311087,TITULAR
Red Bull Bragantino,699355,224731,TITULAR
Red Bull Bragantino,699355,357358,TITULAR
Red Bull Bragantino,699355,283201,TITULAR
Red Bull Bragantino,699355,333314,TITULAR
Red Bull Bragantino,699355,199680,TITULAR
Red Bull Bragantino,699355,285233,TITULAR
Red Bull Bragantino,699355,266667,SUBSTITUTO
Red Bull Bragantino,699355,216107,SUBSTITUTO
Red Bull Bragantino,699355,279941,SUBSTITUTO
Red Bull Bragantino,699355,302628,SUBSTITUTO
Red Bull Bragantino,699355,198597,RESERVA
Red Bull Bragantino,699355,287767,RESERVA
Red Bull Bragantino,699355,357357,RESERVA
Red Bull Bragantino,699355,287018,RESERVA
Red Bull Bragantino,699355,345362,RESERVA
Red Bull Bragantino,699355,381282,RESERVA
Red Bull Bragantino,699355,319950,RESERVA
São Paulo,699357,199013,TITULAR
São Paulo,699357,201531,TITULAR
São Paulo,699357,295071,TITULAR
São Paulo,699357,245291,TITULAR
São Paulo,699357,319168,TITULAR
São Paulo,699357,199012,TITULAR
São Paulo,699357,270889,TITULAR
São Paulo,699357,227241,TITULAR
São Paulo,699357,235894,TITULAR
São Paulo,699357,162558,TITULAR
São Paulo,699357,190483,TITULAR
São Paulo,699357,266664,SUBSTITUTO
São Paulo,699357,82816,SUBSTITUTO
São Paulo,699357,376664,SUBSTITUTO
São Paulo,699357,256044,SUBSTITUTO
São Paulo,699357,270578,SUBSTITUTO
São Paulo,699357,198844,RESERVA
São Paulo,699357,297074,RESERVA
São Paulo,699357,228493,RESERVA
São Paulo,699357,358242,RESERVA
São Paulo,699357,301516,RESERVA
São Paulo,699357,300103,RESERVA
São Paulo,699357,285010,RESERVA
Fortaleza,699357,203685,TITULAR
Fortaleza,699357,204888,TITULAR
Fortaleza,699357,95849,TITULAR
Fortaleza,699357,200206,TITULAR
Fortaleza,699357,336622,TITULAR
Fortaleza,699357,215771,TITULAR
Fortaleza,699357,201793,TITULAR
Fortaleza,699357,236283,TITULAR
Fortaleza,699357,186832,TITULAR
Fortaleza,699357,195743,TITULAR
Fortaleza,699357,198392,TITULAR
Fortaleza,699357,269653,SUBSTITUTO
Fortaleza,699357,146169,SUBSTITUTO
Fortaleza,699357,285040,SUBSTITUTO
Fortaleza,699357,200826,SUBSTITUTO
Fortaleza,699357,304365,SUBSTITUTO
Fortaleza,699357,153754,RESERVA
Fortaleza,699357,236353,RESERVA
Fortaleza,699357,216846,RESERVA
Fortaleza,699357,169831,RESERVA
Fortaleza,699357,318207,RESERVA
Fortaleza,699357,249088,RESERVA
Fortaleza,699357,359193,RESERVA
Athletico-PR,699350,301748,TITULAR
Athletico-PR,699350,201702,TITULAR
Athletico-PR,699350,283147,TITULAR
Athletico-PR,699350,253796,TITULAR
Athletico-PR,699350,309499,TITULAR
Athletico-PR,699350,187848,TITULAR
Athletico-PR,699350,178486,TITULAR
Athletico-PR,699350,252197,TITULAR
Athletico-PR,699350,274442,TITULAR
Athletico-PR,699350,165692,TITULAR
Athletico-PR,699350,241466,TITULAR
Athletico-PR,699350,315789,SUBSTITUTO
Athletico-PR,699350,296574,SUBSTITUTO
Athletico-PR,699350,196879,SUBSTITUTO
Athletico-PR,699350,189900,SUBSTITUTO
Athletico-PR,699350,383950,SUBSTITUTO
Athletico-PR,699350,322655,RESERVA
Athletico-PR,699350,202485,RESERVA
Athletico-PR,699350,287788,RESERVA
Athletico-PR,699350,169078,RESERVA
Athletico-PR,699350,310822,RESERVA
Athletico-PR,699350,285755,RESERVA
Athletico-PR,699350,322656,RESERVA
Cuiabá,699350,196851,TITULAR
Cuiabá,699350,289788,TITULAR
Cuiabá,699350,194566,TITULAR
Cuiabá,699350,157743,TITULAR
Cuiabá,699350,319522,TITULAR
Cuiabá,699350,346901,TITULAR
Cuiabá,699350,235996,TITULAR
Cuiabá,699350,201942,TITULAR
Cuiabá,699350,198389,TITULAR
Cuiabá,699350,306512,TITULAR
Cuiabá,699350,192710,TITULAR
Cuiabá,699350,287768,SUBSTITUTO
Cuiabá,699350,177564,SUBSTITUTO
Cuiabá,699350,198610,SUBSTITUTO
Cuiabá,699350,222200,SUBSTITUTO
Cuiabá,699350,287035,SUBSTITUTO
Cuiabá,699350,335536,RESERVA
Cuiabá,699350,234713,RESERVA
Cuiabá,699350,280678,RESERVA
Cuiabá,699350,198595,RESERVA
Cuiabá,699350,338674,RESERVA
Cuiabá,699350,200943,RESERVA
Cuiabá,699350,357272,RESERVA
Atlético-GO,699351,224106,TITULAR
Atlético-GO,699351,257335,TITULAR
Atlético-GO,699351,302596,TITULAR
Atlético-GO,699351,303072,TITULAR
Atlético-GO,699351,256866,TITULAR
Atlético-GO,699351,203967,TITULAR
Atlético-GO,699351,269852,TITULAR
Atlético-GO,699351,309505,TITULAR
Atlético-GO,699351,252610,TITULAR
Atlético-GO,699351,218924,TITULAR
Atlético-GO,699351,358753,TITULAR
Atlético-GO,699351,201716,SUBSTITUTO
Atlético-GO,699351,197533,SUBSTITUTO
Atlético-GO,699351,218909,SUBSTITUTO
Atlético-GO,699351,379288,SUBSTITUTO
Atlético-GO,699351,34580,SUBSTITUTO
Atlético-GO,699351,311037,RESERVA
Atlético-GO,699351,303003,RESERVA
Atlético-GO,699351,302153,RESERVA
Atlético-GO,699351,101504,RESERVA
Atlético-GO,699351,235853,RESERVA
Atlético-GO,699351,233429,RESERVA
Flamengo,699351,215388,TITULAR
Flamengo,699351,145405,TITULAR
Flamengo,699351,236111,TITULAR
Flamengo,699351,254032,TITULAR
Flamengo,699351,203077,TITULAR
Flamengo,699351,179767,TITULAR
Flamengo,699351,251889,TITULAR
Flamengo,699351,202533,TITULAR
Flamengo,699351,235017,TITULAR
Flamengo,699351,198940,TITULAR
Flamengo,699351,234765,TITULAR
Flamengo,699351,246711,SUBSTITUTO
Flamengo,699351,210135,SUBSTITUTO
Flamengo,699351,357117,SUBSTITUTO
Flamengo,699351,201683,SUBSTITUTO
Flamengo,699351,334382,SUBSTITUTO
Flamengo,699351,252316,RESERVA
Flamengo,699351,223437,RESERVA
Flamengo,699351,343843,RESERVA
Flamengo,699351,315201,RESERVA
Flamengo,699351,98398,RESERVA
Flamengo,699351,334752,RESERVA
Flamengo,699351,322658,RESERVA
Corinthians,699352,108347,TITULAR
Corinthians,699352,168981,TITULAR
Corinthians,699352,251963,TITULAR
Corinthians,699352,303591,TITULAR
Corinthians,699352,108342,TITULAR
Corinthians,699352,270562,TITULAR
Corinthians,699352,272319,TITULAR
Corinthians,699352,236099,TITULAR
Corinthians,699352,266666,TITULAR
Corinthians,699352,304533,TITULAR
Corinthians,699352,193634,TITULAR
Corinthians,699352,139718,SUBSTITUTO
Corinthians,699352,272533,SUBSTITUTO
Corinthians,699352,157983,SUBSTITUTO
Corinthians,699352,233416,SUBSTITUTO
Corinthians,699352,143702,RESERVA
Corinthians,699352,271773,RESERVA
Corinthians,699352,338898,RESERVA
Corinthians,699352,287774,RESERVA
Corinthians,699352,276741,RESERVA
Corinthians,699352,276051,RESERVA
Corinthians,699352,250904,RESERVA
Atlético-MG,699352,223953,TITULAR
Atlético-MG,699352,152706,TITULAR
Atlético-MG,699352,187396,TITULAR
Atlético-MG,699352,199024,TITULAR
Atlético-MG,699352,241988,TITULAR
Atlético-MG,699352,201547,TITULAR
Atlético-MG,699352,268472,TITULAR
Atlético-MG,699352,207269,TITULAR
Atlético-MG,699352,184717,TITULAR
Atlético-MG,699352,258271,TITULAR
Atlético-MG,699352,124068,TITULAR
Atlético-MG,699352,262111,SUBSTITUTO
Atlético-MG,699352,212879,SUBSTITUTO
Atlético-MG,699352,205074,SUBSTITUTO
Atlético-MG,699352,169773,SUBSTITUTO
Atlético-MG,699352,302601,RESERVA
Atlético-MG,699352,311146,RESERVA
Atlético-MG,699352,338970,RESERVA
Atlético-MG,699352,318189,RESERVA
Atlético-MG,699352,359420,RESERVA
Atlético-MG,699352,101283,RESERVA
Atlético-MG,699352,98428,RESERVA
Atlético-MG,699352,253821,RESERVA
Vasco da Gama,699358,205464,TITULAR
Vasco da Gama,699358,200660,TITULAR
Vasco da Gama,699358,147341,TITULAR
Vasco da Gama,699358,287862,TITULAR
Vasco da Gama,699358,234842,TITULAR
Vasco da Gama,699358,297055,TITULAR
Vasco da Gama,699358,346179,TITULAR
Vasco da Gama,699358,34390,TITULAR
Vasco da Gama,699358,176895,TITULAR
Vasco da Gama,699358,219005,TITULAR
Vasco da Gama,699358,198111,TITULAR
Vasco da Gama,699358,287946,SUBSTITUTO
Vasco da Gama,699358,238451,SUBSTITUTO
Vasco da Gama,699358,379268,SUBSTITUTO
Vasco da Gama,699358,315293,SUBSTITUTO
Vasco da Gama,699358,357719,SUBSTITUTO
Vasco da Gama,699358,124025,RESERVA
Vasco da Gama,699358,287038,RESERVA
Vasco da Gama,699358,198108,RESERVA
Vasco da Gama,699358,301209,RESERVA
Vasco da Gama,699358,289910,RESERVA
Vasco da Gama,699358,43711,RESERVA
Vasco da Gama,699358,234080,RESERVA
Grêmio,699358,195663,TITULAR
Grêmio,699358,146109,TITULAR
Grêmio,699358,155584,TITULAR
Grêmio,699358,334756,TITULAR
Grêmio,699358,213260,TITULAR
Grêmio,699358,204873,TITULAR
Grêmio,699358,238449,TITULAR
Grêmio,699358,321356,TITULAR
Grêmio,699358,95410,TITULAR
Grêmio,699358,194039,TITULAR
Grêmio,699358,24388,TITULAR
Grêmio,699358,314603,SUBSTITUTO
Grêmio,699358,360186,SUBSTITUTO
Grêmio,699358,152014,SUBSTITUTO
Grêmio,699358,366004,SUBSTITUTO
Grêmio,699358,362784,SUBSTITUTO
Grêmio,699358,255639,RESERVA
Grêmio,699358,359383,RESERVA
Grêmio,699358,333863,RESERVA
Grêmio,699358,122463,RESERVA
Grêmio,699358,214192,RESERVA
Grêmio,699358,213879,RESERVA
Grêmio,699358,317014,RESERVA
Cruzeiro,699354,276217,TITULAR
Cruzeiro,699354,319270,TITULAR
Cruzeiro,699354,203887,TITULAR
Cruzeiro,699354,229121,TITULAR
Cruzeiro,699354,212077,TITULAR
Cruzeiro,699354,77577,TITULAR
Cruzeiro,699354,108103,TITULAR
Cruzeiro,699354,157285,TITULAR
Cruzeiro,699354,216098,TITULAR
Cruzeiro,699354,228398,TITULAR
Cruzeiro,699354,237998,TITULAR
Cruzeiro,699354,286558,SUBSTITUTO
Cruzeiro,699354,229019,SUBSTITUTO
Cruzeiro,699354,241245,SUBSTITUTO
Cruzeiro,699354,297072,SUBSTITUTO
Cruzeiro,699354,279454,SUBSTITUTO
Cruzeiro,699354,271683,SUBSTITUTO
Cruzeiro,699354,363213,RESERVA
Cruzeiro,699354,317233,RESERVA
Cruzeiro,699354,240051,RESERVA
Cruzeiro,699354,176810,RESERVA
Cruzeiro,699354,361949,RESERVA
Cruzeiro,699354,266671,RESERVA
Botafogo,699354,164262,TITULAR
Botafogo,699354,204602,TITULAR
Botafogo,699354,266281,TITULAR
Botafogo,699354,170362,TITULAR
Botafogo,699354,359977,TITULAR
Botafogo,699354,234016,TITULAR
Botafogo,699354,235893,TITULAR
Botafogo,699354,301780,TITULAR
Botafogo,699354,304215,TITULAR
Botafogo,699354,269843,TITULAR
Botafogo,699354,202374,TITULAR
Botafogo,699354,222631,SUBSTITUTO
Botafogo,699354,301595,SUBSTITUTO
Botafogo,699354,198302,SUBSTITUTO
Botafogo,699354,194929,SUBSTITUTO
Botafogo,699354,177219,SUBSTITUTO
Botafogo,699354,192234,SUBSTITUTO
Botafogo,699354,381139,RESERVA
Botafogo,699354,304659,RESERVA
Botafogo,699354,301543,RESERVA
Botafogo,699354,233241,RESERVA
Botafogo,699354,358165,RESERVA
Botafogo,699354,157259,RESERVA
Vitória,699359,287941,TITULAR
Vitória,699359,286201,TITULAR
Vitória,699359,272576,TITULAR
Vitória,699359,286841,TITULAR
Vitória,699359,201498,TITULAR
Vitória,699359,186589,TITULAR
Vitória,699359,339115,TITULAR
Vitória,699359,236307,TITULAR
Vitória,699359,270260,TITULAR
Vitória,699359,141626,TITULAR
Vitória,699359,218972,TITULAR
Vitória,699359,340094,SUBSTITUTO
Vitória,699359,216209,SUBSTITUTO
Vitória,699359,198531,SUBSTITUTO
Vitória,699359,108392,SUBSTITUTO
Vitória,699359,169863,SUBSTITUTO
Vitória,699359,73101,RESERVA
Vitória,699359,101731,RESERVA
Vitória,699359,313111,RESERVA
Vitória,699359,276387,RESERVA
Vitória,699359,171198,RESERVA
Vitória,699359,335241,RESERVA
Vitória,699359,269826,RESERVA
Palmeiras,699359,198983,TITULAR
Palmeiras,699359,252609,TITULAR
Palmeiras,699359,158275,TITULAR
Palmeiras,699359,307933,TITULAR
Palmeiras,699359,178927,TITULAR
Palmeiras,699359,236321,TITULAR
Palmeiras,699359,301544,TITULAR
Palmeiras,699359,301520,TITULAR
Palmeiras,699359,346612,TITULAR
Palmeiras,699359,236314,TITULAR
Palmeiras,699359,376481,TITULAR
Palmeiras,699359,307934,SUBSTITUTO
Palmeiras,699359,311743,SUBSTITUTO
Palmeiras,699359,289907,SUBSTITUTO
Palmeiras,699359,332351,SUBSTITUTO
Palmeiras,699359,361429,SUBSTITUTO
Palmeiras,699359,95558,RESERVA
Palmeiras,699359,201622,RESERVA
Palmeiras,699359,185994,RESERVA
Palmeiras,699359,314545,RESERVA
Palmeiras,699359,254007,RESERVA
Palmeiras,699359,332353,RESERVA
Palmeiras,699359,236324,RESERVA
Bahia,699361,191997,TITULAR
Bahia,699361,200303,TITULAR
Bahia,699361,336604,TITULAR
Bahia,699361,304757,TITULAR
Bahia,699361,164756,TITULAR
Bahia,699361,260392,TITULAR
Bahia,699361,269910,TITULAR
Bahia,699361,299932,TITULAR
Bahia,699361,218938,TITULAR
Bahia,699361,269675,TITULAR
Bahia,699361,199017,TITULAR
Bahia,699361,191411,SUBSTITUTO
Bahia,699361,217415,SUBSTITUTO
Bahia,699361,167845,SUBSTITUTO
Bahia,699361,314835,SUBSTITUTO
Bahia,699361,199087,SUBSTITUTO
Bahia,699361,219090,RESERVA
Bahia,699361,143818,RESERVA
Bahia,699361,252973,RESERVA
Bahia,699361,202554,RESERVA
Bahia,699361,198512,RESERVA
Bahia,699361,219158,RESERVA
Bahia,699361,198761,RESERVA
Fluminense,699361,158382,TITULAR
Fluminense,699361,198968,TITULAR
Fluminense,699361,307946,TITULAR
Fluminense,699361,187032,TITULAR
Fluminense,699361,146162,TITULAR
Fluminense,699361,175902,TITULAR
Fluminense,699361,222955,TITULAR
Fluminense,699361,304216,TITULAR
Fluminense,699361,165749,TITULAR
Fluminense,699361,239566,TITULAR
Fluminense,699361,297070,TITULAR
Fluminense,699361,127502,SUBSTITUTO
Fluminense,699361,336386,SUBSTITUTO
Fluminense,699361,361432,SUBSTITUTO
Fluminense,699361,312741,SUBSTITUTO
Fluminense,699361,357482,SUBSTITUTO
Fluminense,699361,315457,RESERVA
Fluminense,699361,315455,RESERVA
Fluminense,699361,271557,RESERVA
Fluminense,699361,207912,RESERVA
Fluminense,699361,182301,RESERVA
Fluminense,699361,380447,RESERVA
Fluminense,699361,196842,RESERVA
Grêmio,699366,195663,TITULAR
Grêmio,699366,314603,TITULAR
Grêmio,699366,69737,TITULAR
Grêmio,699366,334756,TITULAR
Grêmio,699366,122463,TITULAR
Grêmio,699366,213879,TITULAR
Grêmio,699366,204873,TITULAR
Grêmio,699366,238449,TITULAR
Grêmio,699366,152014,TITULAR
Grêmio,699366,194039,TITULAR
Grêmio,699366,24388,TITULAR
Grêmio,699366,333863,SUBSTITUTO
Grêmio,699366,362784,SUBSTITUTO
Grêmio,699366,214192,SUBSTITUTO
Grêmio,699366,321356,SUBSTITUTO
Grêmio,699366,155584,RESERVA
Grêmio,699366,360186,RESERVA
Grêmio,699366,359383,RESERVA
Grêmio,699366,255639,RESERVA
Grêmio,699366,317014,RESERVA
Grêmio,699366,223125,RESERVA
Grêmio,699366,213260,RESERVA
Athletico-PR,699366,301748,TITULAR
Athletico-PR,699366,201702,TITULAR
Athletico-PR,699366,283147,TITULAR
Athletico-PR,699366,309499,TITULAR
Athletico-PR,699366,169078,TITULAR
Athletico-PR,699366,241466,TITULAR
Athletico-PR,699366,178486,TITULAR
Athletico-PR,699366,253796,TITULAR
Athletico-PR,699366,189900,TITULAR
Athletico-PR,699366,252197,TITULAR
Athletico-PR,699366,274442,TITULAR
Athletico-PR,699366,187848,SUBSTITUTO
Athletico-PR,699366,296574,SUBSTITUTO
Athletico-PR,699366,196879,SUBSTITUTO
Athletico-PR,699366,383950,SUBSTITUTO
Athletico-PR,699366,287788,RESERVA
Athletico-PR,699366,202485,RESERVA
Athletico-PR,699366,318152,RESERVA
Athletico-PR,699366,285755,RESERVA
Athletico-PR,699366,322656,RESERVA
Athletico-PR,699366,315789,RESERVA
Athletico-PR,699366,322655,RESERVA
Athletico-PR,699366,310822,RESERVA
Red Bull Bragantino,699369,266667,TITULAR
Red Bull Bragantino,699369,266676,TITULAR
Red Bull Bragantino,699369,204133,TITULAR
Red Bull Bragantino,699369,216107,TITULAR
Red Bull Bragantino,699369,311087,TITULAR
Red Bull Bragantino,699369,224731,TITULAR
Red Bull Bragantino,699369,229555,TITULAR
Red Bull Bragantino,699369,357358,TITULAR
Red Bull Bragantino,699369,199680,TITULAR
Red Bull Bragantino,699369,333314,TITULAR
Red Bull Bragantino,699369,285233,TITULAR
Red Bull Bragantino,699369,283201,SUBSTITUTO
Red Bull Bragantino,699369,287903,SUBSTITUTO
Red Bull Bragantino,699369,319950,SUBSTITUTO
Red Bull Bragantino,699369,302628,SUBSTITUTO
Red Bull Bragantino,699369,279941,SUBSTITUTO
Red Bull Bragantino,699369,353186,RESERVA
Red Bull Bragantino,699369,383987,RESERVA
Red Bull Bragantino,699369,287767,RESERVA
Red Bull Bragantino,699369,287018,RESERVA
Red Bull Bragantino,699369,198597,RESERVA
Red Bull Bragantino,699369,296900,RESERVA
Red Bull Bragantino,699369,357357,RESERVA
Vasco da Gama,699369,205464,TITULAR
Vasco da Gama,699369,200660,TITULAR
Vasco da Gama,699369,287946,TITULAR
Vasco da Gama,699369,287862,TITULAR
Vasco da Gama,699369,234842,TITULAR
Vasco da Gama,699369,297055,TITULAR
Vasco da Gama,699369,346179,TITULAR
Vasco da Gama,699369,34390,TITULAR
Vasco da Gama,699369,176895,TITULAR
Vasco da Gama,699369,219005,TITULAR
Vasco da Gama,699369,198111,TITULAR
Vasco da Gama,699369,124025,SUBSTITUTO
Vasco da Gama,699369,290090,SUBSTITUTO
Vasco da Gama,699369,301209,SUBSTITUTO
Vasco da Gama,699369,315293,SUBSTITUTO
Vasco da Gama,699369,357719,SUBSTITUTO
Vasco da Gama,699369,264237,RESERVA
Vasco da Gama,699369,43711,RESERVA
Vasco da Gama,699369,379268,RESERVA
Vasco da Gama,699369,238451,RESERVA
Vasco da Gama,699369,234080,RESERVA
Vasco da Gama,699369,287038,RESERVA
Vasco da Gama,699369,198108,RESERVA
Atlético-MG,699360,223953,TITULAR
Atlético-MG,699360,199024,TITULAR
Atlético-MG,699360,212879,TITULAR
Atlético-MG,699360,311146,TITULAR
Atlético-MG,699360,184717,TITULAR
Atlético-MG,699360,268472,TITULAR
Atlético-MG,699360,201547,TITULAR
Atlético-MG,699360,262111,TITULAR
Atlético-MG,699360,258271,TITULAR
Atlético-MG,699360,124068,TITULAR
Atlético-MG,699360,205074,TITULAR
Atlético-MG,699360,207269,SUBSTITUTO
Atlético-MG,699360,241988,SUBSTITUTO
Atlético-MG,699360,338970,SUBSTITUTO
Atlético-MG,699360,169773,SUBSTITUTO
Atlético-MG,699360,359420,SUBSTITUTO
Atlético-MG,699360,101283,RESERVA
Atlético-MG,699360,318189,RESERVA
Atlético-MG,699360,253821,RESERVA
Atlético-MG,699360,98428,RESERVA
Atlético-MG,699360,359418,RESERVA
Atlético-MG,699360,302601,RESERVA
Criciúma,699360,240556,TITULAR
Criciúma,699360,158647,TITULAR
Criciúma,699360,198592,TITULAR
Criciúma,699360,156342,TITULAR
Criciúma,699360,292396,TITULAR
Criciúma,699360,285000,TITULAR
Criciúma,699360,214399,TITULAR
Criciúma,699360,211347,TITULAR
Criciúma,699360,121921,TITULAR
Criciúma,699360,131532,TITULAR
Criciúma,699360,198569,TITULAR
Criciúma,699360,138701,SUBSTITUTO
Criciúma,699360,318105,SUBSTITUTO
Criciúma,699360,228399,SUBSTITUTO
Criciúma,699360,201728,SUBSTITUTO
Criciúma,699360,343742,SUBSTITUTO
Criciúma,699360,381399,RESERVA
Criciúma,699360,338666,RESERVA
Criciúma,699360,275424,RESERVA
Criciúma,699360,149034,RESERVA
Criciúma,699360,358772,RESERVA
Criciúma,699360,338669,RESERVA
Criciúma,699360,338668,RESERVA
Fortaleza,699365,203685,TITULAR
Fortaleza,699365,200206,TITULAR
Fortaleza,699365,95849,TITULAR
Fortaleza,699365,200826,TITULAR
Fortaleza,699365,336622,TITULAR
Fortaleza,699365,215771,TITULAR
Fortaleza,699365,201793,TITULAR
Fortaleza,699365,236283,TITULAR
Fortaleza,699365,186832,TITULAR
Fortaleza,699365,195743,TITULAR
Fortaleza,699365,285040,TITULAR
Fortaleza,699365,146169,SUBSTITUTO
Fortaleza,699365,269653,SUBSTITUTO
Fortaleza,699365,198392,SUBSTITUTO
Fortaleza,699365,227314,SUBSTITUTO
Fortaleza,699365,304365,SUBSTITUTO
Fortaleza,699365,359193,RESERVA
Fortaleza,699365,153754,RESERVA
Fortaleza,699365,218649,RESERVA
Fortaleza,699365,318207,RESERVA
Fortaleza,699365,249088,RESERVA
Fortaleza,699365,216846,RESERVA
Cruzeiro,699365,276217,TITULAR
Cruzeiro,699365,286558,TITULAR
Cruzeiro,699365,203887,TITULAR
Cruzeiro,699365,229121,TITULAR
Cruzeiro,699365,212077,TITULAR
Cruzeiro,699365,77577,TITULAR
Cruzeiro,699365,108103,TITULAR
Cruzeiro,699365,157285,TITULAR
Cruzeiro,699365,237998,TITULAR
Cruzeiro,699365,228398,TITULAR
Cruzeiro,699365,216098,TITULAR
Cruzeiro,699365,363213,SUBSTITUTO
Cruzeiro,699365,229019,SUBSTITUTO
Cruzeiro,699365,297072,SUBSTITUTO
Cruzeiro,699365,271683,SUBSTITUTO
Cruzeiro,699365,279454,SUBSTITUTO
Cruzeiro,699365,317233,RESERVA
Cruzeiro,699365,361949,RESERVA
Cruzeiro,699365,176810,RESERVA
Cruzeiro,699365,266671,RESERVA
Cruzeiro,699365,241245,RESERVA
Cruzeiro,699365,240051,RESERVA
Cruzeiro,699365,319270,RESERVA
Juventude,699367,155156,TITULAR
Juventude,699367,228400,TITULAR
Juventude,699367,270376,TITULAR
Juventude,699367,304538,TITULAR
Juventude,699367,285280,TITULAR
Juventude,699367,36805,TITULAR
Juventude,699367,252315,TITULAR
Juventude,699367,173351,TITULAR
Juventude,699367,271407,TITULAR
Juventude,699367,198580,TITULAR
Juventude,699367,248584,TITULAR
Juventude,699367,205451,SUBSTITUTO
Juventude,699367,318130,SUBSTITUTO
Juventude,699367,348314,SUBSTITUTO
Juventude,699367,304363,SUBSTITUTO
Juventude,699367,349018,SUBSTITUTO
Juventude,699367,379367,RESERVA
Juventude,699367,163467,RESERVA
Juventude,699367,318151,RESERVA
Juventude,699367,354799,RESERVA
Juventude,699367,304530,RESERVA
Juventude,699367,216842,RESERVA
Juventude,699367,312657,RESERVA
Corinthians,699367,108347,TITULAR
Corinthians,699367,168981,TITULAR
Corinthians,699367,251963,TITULAR
Corinthians,699367,303591,TITULAR
